ITEM_ID,GENRES,DESCRIPTION
386,Art Galleries,
387,Art Galleries,
388,Speciality Museums,"""Appointment-only museum displaying the evolving saga of black fashion through costumed mannequins, display cases, picture frames and photo albums."""
389,Art Museums|History Museums,"""Immigrants to the United States yearn for a space to tell their stories, yet for Palestinians there has been no such space. In fact, who we are has been told by others; until now. The Museum of the Palestinian People is here to tell our stories; stories that encompass the rich history, vibrant arts and culture, of a people who thrive even in the face of adversity."""
390,Speciality Museums,
391,History Museums,
392,Art Galleries,"""Since opening our doors in 1978, Zenith has established deep roots in the nation’s capital and with artists and collectors across America with an ever-changing selection of paintings, sculpture, neon, photographs, tapestries and mixed-media pieces that stimulate, engage and have profoundly enhanced our clients’ residential, corporate and public-space environments. Long at the forefront of the Washington arts scene, Zenith Gallery features exceptional artists at varying stages of their careers. Zenith Gallery features a tempting and almost overwhelming assortment of art - there is just about anything and everything you might imagine! Furniture, lamps, jewelry, tapestries, photographs, mosaics, humorous art, political art, abstract art, art with neon - you name it!"""
393,History Museums,
394,Speciality & Gift Shops|Art Galleries|Architectural Buildings,"""Book Arts is the culmination of the collective efforts of gifted American and Florentine bookbinders, conservators, book artists, letterpress printers and leather craftsmen. Inspired by the classic Florentine atelier and a 100 year old legacy, Book Arts coalesces a life-time of experience to make available timeless works with uncompromising services, employing the arts of fine binding. Services include the design, binding, and printing of limited editions, expert restoration and conservation of books, and fine binding and printing of single books."""
395,Art Galleries,"""The Fridge DC is an art gallery, performance space, music venue and classroom. The Fridge is dedicated to making art accessible to every one. It opened in 2009 on Barracks Row in the historic Eastern Market district."""
396,Art Galleries,
397,Art Galleries,
398,Science Museums,"""\""Experience the impossible at Museum of Illusions Washington DC! This one-of-a-kind boutique museum in the heart of the loop will baffle your brain as you immerse yourself in over 50 mind-bending exhibits. With optical illusions, holograms, hands-on exhibits, and immersive rooms, this edutainment destination will leave guests feeling pleasantly perplexed as they navigate a different side of reality. Defy gravity in the Tilted Room, walk on walls in the Rotated Room, and watch yourself shrink in the Ames Room. Each and every STEM-worthy exhibit will teach guests about vision, perception, and the human brain all while having loads of fun. Come change your perspective at Museum of Illusions Washington DC!\"""""
399,Art Galleries,
400,Art Galleries|Art Museums|History Museums,
401,Art Galleries,"""Educational art gallery on the campus of the George Washington University providing professional art exhibitions. Also administers the GW Collection of over 4000 objects."""
402,Art Galleries,
403,Speciality Museums,"""The National Women's History Museum educates, inspires, empowers, and shapes the future by integrating women's distinctive history into the culture and history of the United States. Our vision is to build a world-class museum in D.C. We currently offer walking tours on many topics leaving from different parts of the DC metro area. In Their Footsteps Suffrage Walking Tour Through imagery and visits to key locations in the DC area, gain an understanding of the suffragist struggle for equality and the right to vote. The American woman suffrage movement is recognized as officially starting in 1848, at the Seneca Falls Women's Rights Convention in New York. Over the next 72 years, generations of activist women (and men) worked tirelessly until the 19th Amendment was adopted. It took the efforts of a wide range of women, from the most radical advocates of male and female equality, to women who saw the right to vote as necessary to more effectively advocate for moral and social reform. Their efforts to succeed set the stage for grassroots efforts to come, proving that determined citizens can achieve change. The tour begins at the top of the escalator at the Archives/Navy Memorial Metro stop on Pennsylvania Avenue. The tour will cover about 1.2 miles, last about two hours, and end near the Sewall-Belmont House and Museum. Women of Civil War Alexandria Walking Tour Learn more about women's roles during the Civil War in Alexandria, Virginia. Alexandria was in a unique position during the Civil War. It was a city with Southern sympathies continuously occupied by the Union Army and virtually operating as a Northern supply depot due to its proximity to Washington, DC and its transportation infrastructure. The women who remained in Alexandria and those who came during occupation experienced the War not as a battle but a day-to-day way of life. This tour will explore the stories of a diverse group of women and their experiences living in Civil War Alexandria. This tour starts at The Lyceum in Old Town Alexandria, the nearest metro is King St-Old Town which serves the Yellow and Blue lines. Free parking during the tour is available at The Lyceum. The tour is about 1 mile long, will last about an hour and a half, and end at The Lyceum."""
404,Art Museums,
405,Speciality Museums|Libraries,"""The Sultan Qaboos Cultural Center (SQCC) was established in 2005. Our mission is to share Omani culture with the American people. SQCC promotes mutual respect and understanding between our nations and strives to educate a new generation of culturally sensitive and knowledgeable citizens in each society. Through outreach programs, scholarships, lectures, educational resources, cultural partnerships, and our cultural center in Washington, DC, SQCC shares the culture, history, and heritage of the Sultanate with Americans near and far"""
